"","study_name","id","lambda.best","alpha.best","eta.best","delta.best"
"558","Kocher2011","27",3.5897,0.18795,0.11357,0.78221
"559","Lorains2014","27",1.0118,0.0098909,1.4638e+291,NA
"560","Rieskamp2008","27",0.879787263934362,0.813801938486648,0.0428629116820375,1.80215191964752
"561","Vrecko2012","27",1.058700051,0.807967738,1.669725834,0.936376179
"562","Zeisberger2012","27",1.1608,0.94169,4.075,0.97107
"563","Canessa2013","28",1.36943797899368,0.914582564957253,0.507118993106505,NA
"564","Chib2014","28",1.37703579743069,1.27120209153433,0.497272161971027,NA
"565","Frydman2014","28",22.009,23.151,0.22344,NA
"566","Gloeckner2012","28",6.14028886901986,0.68160314754642,0.00880653216917659,0.565315857591345
"567","Kocher2011","28",24.0539957704191,1.05403717851807,1.27925968820699,1.64440400977436
"568","Lorains2014","28",1.973,0.46978,51.02,NA
"569","Rieskamp2008","28",1.46879748637286,1.0467898772463,0.169893987413753,0.783035774471773
"570","Vrecko2012","28",1,0.81218,2.7221,0.7104
"571","Zeisberger2012","28",1.40095908,0.895586882,3.43340443,0.93761346
"572","Canessa2013","29",1.0228,0.01178,7.6187e+160,NA
"573","Chib2014","29",1.7875,1.2194,0.37994,NA
"574","Frydman2014","29",1.6132,3.5915,0.48519,NA
"575","Gloeckner2012","29",0.1041,0.16975,0.0099802,0.89397
"576","Kocher2011","29",-659.44,259.7,0.8067,101.28
"577","Lorains2014","29",1.0073,0.0094493,6.1503e+307,NA
"578","Rieskamp2008","29",0.559234139479786,0.953468716345347,0.206888039347809,0.923480203432152
"579","Sokol_Hessner2009A","29",2544,16.783,0.29305,NA
"580","Sokol_Hessner2009R","29",1.0422954842626,0.9909614778128,0.93942182017746,NA
"581","Vrecko2012","29",0.068469,1.0853,10.256,0.65822
"582","Zeisberger2012","29",1.0801,0.95703,1.3176,1.0113
"583","Canessa2013","3",1.271,0.7179,0.71532,NA
"584","Chib2014","3",2.1479,0.83909,0.93698,NA
"585","Frydman2014","3",3.42549661334172,1.89855210846836,0.709342561866846,NA
"586","Gloeckner2012","3",22.208,0.57713,0.017547,0.663
"587","Kocher2011","3",5.99585618956936e+34,133.815241723099,-0.0763447335928414,0.406103751771642
"588","Lorains2014","3",2.0858,12.293,3.2235,NA
"589","Pahlke2012","3",3.09409970749435,1.20115756249922,0.888709402224695,0.458414331722085
"590","Pighin2014","3",1.0274,0.012961,1.44e+193,NA
"591","Rieskamp2008","3",1.2509,0.86672,0.2006,0.66877
"592","Sokol_Hessner2014","3",0.801887523788115,0.837619834545144,1.61139604233887,NA
"593","Tom2007","3",14.41,2.1714,0.0037668,NA
"594","Vrecko2012","3",0.42066,1.0386,4.8815,0.97789
"595","Zank2010","3",0.97567,9.5997,-0.59946,0.16145
"596","Zeisberger2012","3",0.18640411,1.821580904,3.247159443,2.374796294
"597","Canessa2013","30",1.99685050812724,0.871182528908928,0.307165968619787,NA
"598","Chib2014","30",2.58512669189541,0.745030548828919,2.13701881958004,NA
"599","Frydman2014","30",2.2472,6.0635,16.384,NA
"600","Gloeckner2012","30",-8.2472e-05,0.04134,0.013159,2.1662
"601","Kocher2011","30",28.9585380400736,0.72683601410206,0.639725013264504,0.864830279137779
"602","Lorains2014","30",19.967,4.6664,0.11205,NA
"603","Rieskamp2008","30",1.03304820767455,1.51373913824998,0.103616031761652,0.590986659418336
"604","Sokol_Hessner2009A","30",0.76534,1.0157,0.93816,NA
"605","Sokol_Hessner2009R","30",0.4673,1.0976,0.8033,NA
"606","Vrecko2012","30",7.37e-06,10.82456492,3.173127873,14.26498108
"607","Zeisberger2012","30",0.59652,1.0342,4.5483,0.75139
"608","Canessa2013","31",1.5258,1.3108,0.204,NA
"609","Chib2014","31",2.3226925762871,0.721369231438757,4.2192974806044,NA
"610","Frydman2014","31",1.1182976175892,0.890678094099757,6.19174532960931,NA
"611","Gloeckner2012","31",1.006,0.56824,0.010488,0.85911
"612","Kocher2011","31",7.81901860245741,133.963449098754,0.353254478674402,126.967035482311
"613","Lorains2014","31",15.016,9.417,0.12042,NA
"614","Sokol_Hessner2009A","31",4.85374927039768,0.718369839612736,4.90273104916471,NA
"615","Sokol_Hessner2009R","31",2.4667,0.798,2.0896,NA
"616","Vrecko2012","31",0.731600639,0.760549258,5.352114882,0.84439141
"617","Zeisberger2012","31",0.7974,1.4554,6.8501,0.67525
"618","Canessa2013","32",2.4526608650058,2.0407103233015,0.123849347719533,NA
"619","Chib2014","32",2.7211127880436,0.780232498466189,2.78734291787616,NA
"620","Frydman2014","32",1.5733,3.3764,0.53853,NA
"621","Gloeckner2012","32",1.0806,0.74199,0.016087,0.67466
"622","Kocher2011","32",105591.961806581,0.748361272512149,1.12711818888713,0.746813500616003
"623","Lorains2014","32",0.186977426569031,9.72247217325976,0.125975180236018,NA
"624","Sokol_Hessner2009A","32",15.3427732207294,6.08025563198767,0.12198836415876,NA
"625","Sokol_Hessner2009R","32",0.64259,0.93178,0.70538,NA
"626","Vrecko2012","32",0.898823837,1.152640487,4.532938365,0.593647581
"627","Zeisberger2012","32",0.61027,0.84296,4.1503,0.85412
"628","Canessa2013","33",1.0015,0.013397,2.3022e+289,NA
"629","Frydman2014","33",1.15339588461847,1.01575653216007,3.77569069757002,NA
"630","Gloeckner2012","33",0.074282,0.13467,0.0049331,1.0494
"631","Kocher2011","33",-428.56,239.64,1.5789e-16,5
"632","Lorains2014","33",10.99,1.5439,1.07,NA
"633","Sokol_Hessner2009A","33",1.14576618920482,0.70730119506461,1.72327480595243,NA
"634","Sokol_Hessner2009R","33",1.01829480213915,0.699189517904015,2.72113559584946,NA
"635","Vrecko2012","33",203.9234548,4.840523663,3.413918284,5.053254274
"636","Zeisberger2012","33",0.49278,0.90858,6.4628,0.67348
"637","Canessa2013","34",1.16664183561025,0.779888885546801,0.722022905168779,NA
"638","Frydman2014","34",1.3346,0.83567,2.5705,NA
"639","Gloeckner2012","34",1.9125,0.6022,0.012026,0.59541
"640","Kocher2011","34",2.8822e-08,0.77796,0.24834,0.52181
"641","Lorains2014","34",7.6101,3.135,7.2907,NA
"642","Sokol_Hessner2009A","34",1.04037287683178,0.865081112322558,3.31277765514558,NA
"643","Sokol_Hessner2009R","34",0.62392,0.87113,2.7909,NA
"644","Vrecko2012","34",0.912433573,0.821958631,4.019229666,0.703723474
"645","Zeisberger2012","34",0.99311,0.9239,0.6565,0.93258
"646","Zank2010","341520",5.58156289857317,1.59672334014859,-1.7870596037455,3.15814899498229
"647","Zank2010","342155",143000,47.353,0.24549,10.81
"648","Zank2010","343308",-0.0834820406271465,1.72730519633239,1.68601997914722,1.3423004627757
"649","Zank2010","343543",-220.54297201001,1.13783991456298,0.558840809527123,0.437126370571992
"650","Zank2010","343655",1.96e+12,0.66368,-6.3776,1.1579
"651","Zank2010","343906",-7.74826873652969,3.40684760377776,3.24005384298756,1.65783845852325
"652","Zank2010","344078",-0.622710655754882,5.06607653650194,1.15899667573287,2.41595921068056
"653","Brooks2014","349749",0.97417,2.814,0.2857,NA
"654","Brooks2014","349751",5.25133692172109,1.07135430171169,-2.36584156275155,NA
"655","Brooks2014","349761",2.30607389208829,0.988462080188513,2.51643062598742,NA
"656","Brooks2014","349780",2.2132,0.86248,0.65715,NA
"657","Brooks2014","349801",1.9608,1.8376,0.15612,NA
"658","Brooks2014","349814",1.1451,0.98647,-7.0912,NA
"659","Brooks2014","349830",1.09290933584649,4.19691513585997,0.141305776790435,NA
"660","Brooks2014","349836",1.3493,2.1934,0.76125,NA
"661","Brooks2014","349845",1.82803720268535,1.00622912296248,-9.06963442117422,NA
"662","Brooks2014","349910",2.57230350988586,1.08714312094691,1.58653980699398,NA
"663","Brooks2014","349923",1.79684940170538,0.765453030319522,-1.89069623578747,NA
"664","Brooks2014","349942",1.27552184557824,0.282605328279708,-0.389680479832337,NA
"665","Brooks2014","349944",1,54.136,0.19411,NA
"666","Brooks2014","349947",0.32042,5.4295,0.13489,NA
"667","Brooks2014","349954",2.61942202352095,0.944817310391701,0.18351315045902,NA
"668","Brooks2014","349956",1.4758,3.8407,0.18738,NA
"669","Brooks2014","349961",7.72798868859047,0.814499583826245,-6.99897007013886,NA
"670","Brooks2014","349990",1.2296,0.73876,1.1241,NA
"671","Canessa2013","35",1.1864,0.20997,90810,NA
"672","Frydman2014","35",1.4931,0.93839,4.7947,NA
"673","Gloeckner2012","35",2.7425,0.72013,0.0081243,0.65912
"674","Kocher2011","35",2025651.28567063,1.85944932316521,-0.183352858618491,0.47291897521685
"675","Lorains2014","35",1.4243,3.0856,0.19093,NA
"676","Sokol_Hessner2009A","35",23.1859277553279,6.05231429901174,0.378867724551392,NA
"677","Sokol_Hessner2009R","35",1.088,0.93481,1.8064,NA
"678","Vrecko2012","35",0.88786213,0.794276258,2.852138985,0.789810387
"679","Zeisberger2012","35",1.208156192,0.947801516,3.700591591,0.81303506
"680","Brooks2014","350007",1.0313,2.684,0.27151,NA
"681","Brooks2014","350030",0.15675,2.5248,0.43118,NA
"682","Brooks2014","350034",0.99997943487346,1.00031276312716,4074.84787030081,NA
"683","Brooks2014","350066",1.5641,5.7693,0.42901,NA
"684","Brooks2014","350072",1.96295723944251,1.07233345769427,2.10151527737692,NA
"685","Brooks2014","350088",3.99196382123556,0.618825555276686,-0.788612338755246,NA
"686","Brooks2014","350091",2.41448262793474,0.872366856059905,0.721365377619508,NA
"687","Brooks2014","350099",3.24003111012187,0.663021188636428,-1.46138436520492,NA
"688","Brooks2014","350134",2.5005,3.9771,0.12598,NA
"689","Brooks2014","350150",1.41225445927228,0.882072821391076,-2.92507527116705,NA
"690","Brooks2014","350203",1.73762750160581,1.82118405341691,0.360879783044855,NA
"691","Zank2010","350291",2077355.46934875,0.687201494969218,-18.4336842417341,0.794927041487948
"692","Zank2010","350298",2.54911906466357,1.57137448475153,3.43228172518469,0.936851104240935
"693","Zank2010","350493",17.164422314942,1.32145169944954,-19.9035244365759,3.95681193302303
"694","Zank2010","350502",1024507.31298327,0.833810289236775,-7.67757053123883,1.04972033157373
"695","Zank2010","350521",124668.183902149,1.26130882517102,2.45048940165536,0.802342832536326
"696","Zank2010","350835",1.83145843577384,2.01488664682997,1.16080511966934,0.737452077074436
"697","Zank2010","352426",1649962.07412634,0.925396707307682,-7.4624627199721,0.96138886068228
"698","Brooks2014","352787",2.7107,3.9292,0.080994,NA
"699","Brooks2014","352789",0.43732,0.96154,9.1878,NA
"700","Brooks2014","352895",1.9011642309382,1.0240970095733,4.83241411752859,NA
"701","Brooks2014","353615",1.12234979149033,0.770079616894811,-6.05705819827461,NA
"702","Brooks2014","354787",2e+09,0.99569,-21.496,NA
"703","Brooks2014","354788",1.8228,2.5383,0.46862,NA
"704","Zank2010","355236",0.636452605090024,2.06547121422417,8.45295568792968,1.3061700621932
"705","Canessa2013","36",1.3473,0.74973,0.31886,NA
"706","Frydman2014","36",888.22,14.445,0.097973,NA
"707","Gloeckner2012","36",2.3636,1.138,0.016274,0.49925
"708","Kocher2011","36",2.9715,0.31389,0.078457,0.89078
"709","Lorains2014","36",2.6192,1.3851,9.1783,NA
"710","Sokol_Hessner2009A","36",1.01205540165163,0.810177993291037,4.37714781408296,NA
"711","Sokol_Hessner2009R","36",0.7636671574542,0.942993745421754,2.30410139882602,NA
"712","Vrecko2012","36",0.58695,0.83237,3.9473,1.0739
"713","Zeisberger2012","36",857.959968,6.148884954,4.225691495,6.21913638
"714","Canessa2013","37",0.99445,0.53713,4.9185,NA
"715","Frydman2014","37",0.61355,1.124,1.754,NA
"716","Gloeckner2012","37",-4.5835e-07,0.39073,0.0062739,3.357
"717","Kocher2011","37",5.73515658535607,0.92630891439428,0.700424572682435,0.885986513130881
"718","Lorains2014","37",2.4457,3.8505,5.8146,NA
"719","Sokol_Hessner2009A","37",1.01795176319435,1.11287701685711,1.84426462616864,NA
"720","Sokol_Hessner2009R","37",0.910453228190008,1.06861209735677,1.56243227342956,NA
"721","Vrecko2012","37",9.4253e-05,8.4381,8.0133,0.081501
"722","Zeisberger2012","37",0.65262,0.88478,6.2488,0.57711
"723","Canessa2013","38",3.5665,13.411,2.5016,NA
"724","Frydman2014","38",845987.645271218,0.706393118684115,1.84803619845994,NA
"725","Gloeckner2012","38",-3.5155e-07,0.0259,0.013894,2.0586
"726","Kocher2011","38",6.26593445790918e-05,5.36776166506181,-0.241640464640818,4.59545738318608
"727","Lorains2014","38",44.864,1.8674,31.57,NA
"728","Vrecko2012","38",0.16267,1.1798,6.1732,0.82246
"729","Zeisberger2012","38",1.2432,1.0089,1.6989,0.96621
"730","Canessa2013","39",1.3767,0.98697,0.31986,NA
"731","Frydman2014","39",2592892.3604365,0.762865548882829,2.15883404226733,NA
"732","Gloeckner2012","39",12.801,0.57441,0.0097708,0.57268
"733","Kocher2011","39",3.3112,0.28243,0.052852,0.90407
"734","Vrecko2012","39",1.0825,1.0156,3.9244,1.0204
"735","Zeisberger2012","39",0.50224,0.94648,4.5715,0.93708
"736","Canessa2013","4",1.3371,0.44761,330.69,NA
"737","Chib2014","4",2.1567493798173,0.958620603559757,1.06509816451863,NA
"738","Frydman2014","4",0.97678,1.5103,4.608,NA
"739","Gloeckner2012","4",5.4681,0.64618,0.016324,0.8222
"740","Kocher2011","4",2189701.17382657,2.35011971512183,-0.236989812575608,0.277969018951435
"741","Lorains2014","4",1.0118,0.0089911,6.3016e+307,NA
"742","Pahlke2012","4",99599.9001060166,1.08905794212121,0.796101160304492,0.999999899897256
"743","Pighin2014","4",1.0129,0.0078946,6.02e+307,NA
"744","Rieskamp2008","4",0.91622,0.42584,0.0077705,0.75612
"745","Sokol_Hessner2014","4",4.55080971187556,1.84792208270417,0.392864390841292,NA
"746","Tom2007","4",1.63,0.42991,6.7044,NA
"747","Vrecko2012","4",0.768027232,1.226208374,3.106134449,0.556553066
"748","Zeisberger2012","4",0.73835,0.95505,2.5684,0.93592
"749","Canessa2013","40",1.17065056408881,0.784488136294035,1.36656589292119,NA
"750","Frydman2014","40",4.17579155863724,1.84636746995192,0.409623016472293,NA
"751","Gloeckner2012","40",6.5427,0.6666,0.023215,0.63961
"752","Kocher2011","40",3.1426,0.33599,0.099697,0.88097
"753","Vrecko2012","40",1.1406,0.91705,3.0449,0.72428
"754","Zeisberger2012","40",0.8817,0.69171,4.5708,0.78268
"755","Canessa2013","41",2.1453e+10,150.79,0.019541,NA
"756","Frydman2014","41",259.57,3.4576,71.052,NA
"757","Gloeckner2012","41",2.2043,0.73908,0.023491,0.70332
"758","Kocher2011","41",11.7208056152617,20.6293998976609,0.53967966394038,24.0140805175561
"759","Vrecko2012","41",1929700000,19.462,3.8909,0.027227
"760","Zeisberger2012","41",0.9277,0.89097,1.7749,0.88144
"761","Canessa2013","42",1.0055,0.01036,6.2164e+307,NA
"762","Frydman2014","42",2.3664224875811,3.18038250485287,0.586578807684978,NA
"763","Gloeckner2012","42",3.4575e-09,0.14858,0.0093887,1.341
"764","Kocher2011","42",302997.677083648,0.888713434114123,-0.280287158380092,0.547422321547574
"765","Vrecko2012","42",3.572398005,1.402076507,8.702236436,0.41304242
"766","Zeisberger2012","42",0.624315255,0.832508548,4.772394226,0.718571678
"767","Canessa2013","43",0.99956,0.010208,6.1783e+307,NA
"768","Frydman2014","43",1.09760045946569,0.954643720077371,8.34882157399739,NA
"769","Gloeckner2012","43",2.2041,1.0725,0.010725,0.55828
"770","Vrecko2012","43",0.60489,1.2411,3.7001,0.5171
"771","Zeisberger2012","43",1.02394024,1.062796364,5.476941571,0.686446745
"772","Canessa2013","44",1.0024,0.010355,6.1282e+307,NA
"773","Frydman2014","44",4.59415590086131,2.30076494322755,0.733599211387375,NA
"774","Gloeckner2012","44",1.225,0.85131,0.016407,0.93328
"775","Vrecko2012","44",1,0.96215,1.3522,0.84675
"776","Zeisberger2012","44",0.601747629,1.09372715,5.483470534,1.034276048
"777","Canessa2013","45",7.25083460925075,3.59936149465377,0.0540368311480042,NA
"778","Frydman2014","45",0.49966,0.81709,1.8077,NA
"779","Gloeckner2012","45",121.551511315776,2.77736727157796,0.00595975759184911,3.65054213301196
"780","Vrecko2012","45",0.042697434,1.269203542,3.522271992,0.398842237
"781","Zeisberger2012","45",1,1,6.9405e-15,1
"782","Brooks2014","45375",2.6211,0.89625,0.63078,NA
"783","Zank2010","45684",-0.72082,0.73692,3.9764,1.2039
"784","Zank2010","45699",5.98e+12,0.49199,-4.8422,1.093
"785","Zank2010","45704",-176.017128326679,2.49324334025775,4.77240463858234,1.32531945925812
"786","Canessa2013","46",1.0021,0.010353,6.449e+307,NA
"787","Frydman2014","46",1.3029,2.3265,0.71696,NA
"788","Gloeckner2012","46",0.088918,0.51891,0.012293,0.78621
"789","Vrecko2012","46",0.23029,1.9323,5.7699,0.27868
"790","Zeisberger2012","46",0.76541,0.92568,4.2062,0.86297
"791","Canessa2013","47",1.8869,0.85816,0.57155,NA
"792","Frydman2014","47",0.15144,65.027,21.903,NA
"793","Gloeckner2012","47",0.048008,0.31452,0.0064115,1.1012
"794","Vrecko2012","47",0.476326003,0.99492845,3.116085776,0.945561426
"795","Zeisberger2012","47",0.99303,0.8822,2.6422,0.75965
"796","Canessa2013","48",28.869,265.13,0.69412,NA
"797","Frydman2014","48",1.9845,0.9122,2.1266,NA
"798","Gloeckner2012","48",1.5645,0.77093,0.012875,0.70241
"799","Sokol_Hessner2009A","48",0.44386,0.8418,1.6862,NA
"800","Sokol_Hessner2009R","48",0.52145,0.87549,1.826,NA
"801","Vrecko2012","48",0.35279,1.0135,3.8597,0.89725
"802","Zeisberger2012","48",0.937344438,0.81677441,6.4157927,0.460025485
"803","Canessa2013","49",1.7286,1.0522,0.20164,NA
"804","Frydman2014","49",0.71854,5.5474,0.45801,NA
"805","Gloeckner2012","49",2.1016,0.82772,0.011376,0.79762
"806","Sokol_Hessner2009A","49",1.0008,0.79836,3.9065,NA
"807","Sokol_Hessner2009R","49",1.01879136958008,0.823532570022892,3.91370328346816,NA
"808","Vrecko2012","49",0.287439304,1.044552544,2.02610585,1.056592497
"809","Zeisberger2012","49",0.481330088,0.984093363,4.909761892,0.741909837
"810","Canessa2013","5",1.0028,0.009721,6.0632e+307,NA
"811","Chib2014","5",0.84224,3.6523,0.47831,NA
"812","Frydman2014","5",10.802,0.88241,2.1206,NA
"813","Gloeckner2012","5",50.763,0.075741,0.0098286,2.3835
"814","Kocher2011","5",-1.4492,0.3796,0.12461,0.89622
"815","Lorains2014","5",5.7348,1.5873,9.2914,NA
"816","Pahlke2012","5",1.11030536217804,1.05653708815222,9.72492567570069,1.10223659731387
"817","Pighin2014","5",1.03057620127849,1.28344242100816,0.62920686875623,NA
"818","Rieskamp2008","5",2.58391737416286,1.61296033923867,0.133144710322632,0.462409226498811
"819","Sokol_Hessner2014","5",3.3059e+12,0.81202,0.59333,NA
"820","Tom2007","5",1,2.2928e-06,3144900,NA
"821","Vrecko2012","5",-1.0964e-18,1.3832,5.9795,0.88097
"822","Zeisberger2012","5",0.49058,0.9326,3.7933,0.85914
"823","Canessa2013","50",1.0797,0.44154,14.35,NA
"824","Frydman2014","50",1.1067,2.4247,1.5629,NA
"825","Gloeckner2012","50",1.9732,0.51023,0.015964,0.84598
"826","Sokol_Hessner2009A","50",1.66961235962593,0.694651441848951,0.86767912970014,NA
"827","Sokol_Hessner2009R","50",0.832081958999133,0.748825408131575,0.976471382406335,NA
"828","Vrecko2012","50",0.58586,0.86152,2.6703,0.61979
"829","Zeisberger2012","50",1.3909,0.97083,1.7461,0.96268
"830","Canessa2013","51",1.0727,0.29012,41538,NA
"831","Frydman2014","51",1.32063151265447,1.10767895492182,3.29173848422676,NA
"832","Gloeckner2012","51",0.91827,0.63234,0.017508,0.76731
"833","Sokol_Hessner2009A","51",1.786,0.64085,2.4675,NA
"834","Sokol_Hessner2009R","51",1.3114,0.61681,4.7268,NA
"835","Vrecko2012","51",2.718,1.0633,5.7311,0.45484
"836","Zeisberger2012","51",0.8343,0.90685,3.3032,0.89092
"837","Canessa2013","52",1.67865352591056,0.97020195112709,0.315781687469734,NA
"838","Frydman2014","52",2.074,1.2433,1.4065,NA
"839","Gloeckner2012","52",0.24571,0.01711,0.0035352,1.5389
"840","Sokol_Hessner2009A","52",0.790477884473492,0.811764733244828,1.68752876836679,NA
"841","Sokol_Hessner2009R","52",0.61936,0.81059,1.4297,NA
"842","Vrecko2012","52",5.214429083,1.388746858,6.053875985,0.392353642
"843","Zeisberger2012","52",1.1826,0.963,2.2954,0.93876
"844","Canessa2013","53",0.99007,0.056663,7.8723e+54,NA
"845","Frydman2014","53",11.583637667276,1.74171053025068,4.47943278973864,NA
"846","Gloeckner2012","53",3.916,0.74005,0.013257,0.68896
"847","Sokol_Hessner2009A","53",0.740789857543064,0.868713578404453,1.87033321293889,NA
"848","Sokol_Hessner2009R","53",0.53259,0.87515,1.8488,NA
"849","Vrecko2012","53",0.22326,0.92137,3.3704,0.73025
"850","Zeisberger2012","53",1.2473,0.9674,1.3021,0.98916
"851","Canessa2013","54",1.23655754116537,1.50530240533869,0.0980645133586244,NA
"852","Frydman2014","54",1.2511,1.0368,3.8011,NA
"853","Gloeckner2012","54",1.4254,0.7999,0.013983,0.82083
"854","Sokol_Hessner2009A","54",0.738537010388265,0.980825928880149,1.06057909585788,NA
"855","Sokol_Hessner2009R","54",0.674826189241413,1.0290587576745,0.860582667690238,NA
"856","Vrecko2012","54",4.0117e-17,34.366,5.0969,0.023317
"857","Zeisberger2012","54",1.2502,0.98126,3.3433,0.87309
"858","Canessa2013","55",1.5419,1.5964,0.08233,NA
"859","Frydman2014","55",1.7047,1.1276,1.9778,NA
"860","Gloeckner2012","55",4.0326,0.62311,0.018338,0.6361
"861","Sokol_Hessner2009A","55",4.9473,0.98842,2.5718,NA
"862","Sokol_Hessner2009R","55",4.809,1.0414,2.4358,NA
"863","Vrecko2012","55",1.5856,1.0243,3.1091,0.89429
"864","Zeisberger2012","55",0.87461,0.86034,2.0621,0.80089
"865","Canessa2013","56",1.0044,0.0097521,6.2918e+307,NA
"866","Frydman2014","56",2.1838,1.1733,1.5269,NA
"867","Gloeckner2012","56",2.951e-07,0.012149,0.0086569,0.81053
"868","Sokol_Hessner2009A","56",1.04630914121831,0.742572437488975,4.05566762535826,NA
"869","Sokol_Hessner2009R","56",0.961863768928156,0.763954437347355,4.31586410322809,NA
"870","Vrecko2012","56",0.66612,0.99097,4.063,0.76732
"871","Zeisberger2012","56",0.89103,0.94663,3.7516,0.65448
"872","Frydman2014","57",1.263,0.86105,1.3486,NA
"873","Gloeckner2012","57",3.2218,0.83296,0.013543,0.83346
"874","Sokol_Hessner2009A","57",1.211,0.99199,3.0705,NA
"875","Sokol_Hessner2009R","57",0.85663,1.0495,1.2164,NA
"876","Vrecko2012","57",0.348467804,1.022792395,3.823832499,0.628784522
"877","Zeisberger2012","57",1.056389073,1.134141378,5.939871452,0.712148654
"878","Frydman2014","58",2.75944052926999,1.13904798668508,3.04833431320288,NA
"879","Gloeckner2012","58",4.0369,0.66702,0.010817,1.2511
"880","Sokol_Hessner2009A","58",1.0019,0.67918,1.7903,NA
"881","Sokol_Hessner2009R","58",0.93605,0.66638,4.0961,NA
"882","Vrecko2012","58",3.6522e-50,34.972,6.0743,0.029085
"883","Zeisberger2012","58",0.82304,0.9582,2.1523,0.82536
"884","Frydman2014","59",1.7409,1.1876,2.5445,NA
"885","Gloeckner2012","59",2.5199,0.95281,0.024997,0.69526
"886","Sokol_Hessner2009A","59",4.0423,2.047,0.70067,NA
"887","Sokol_Hessner2009R","59",1.6203,1.0816,3.6759,NA
"888","Vrecko2012","59",2.461,1.2993,4.7366,0.59089
"889","Zeisberger2012","59",0.65668,0.94178,2.8362,0.84517
"890","Canessa2013","6",1.45887191049655,0.844832012177122,0.404495637109991,NA
"891","Chib2014","6",2.27138539739081,0.962895503694502,0.652128265368094,NA
"892","Frydman2014","6",61.946,2.9765,39.843,NA
"893","Gloeckner2012","6",3.5574,0.030746,0.0075671,1.0294
"894","Kocher2011","6",231430,1.1551,0.21551,0.76863
"895","Lorains2014","6",10.99,1.5439,1.07,NA
"896","Pahlke2012","6",2.5221724719001,1.45260252297055,1.40295408369444,0.457876205314737
"897","Pighin2014","6",1.0427,1.1868,0.87952,NA
"898","Rieskamp2008","6",0.758054827076457,0.998766042023046,0.144071034362911,1.00305898724694
"899","Sokol_Hessner2014","6",0.94375,0.96446,8.9844,NA
"900","Tom2007","6",1.49509171437117,0.531821261168178,12.2062643312882,NA
"901","Vrecko2012","6",0.823219998,0.817026983,2.867333675,1.007035074
"902","Zeisberger2012","6",1.0336,0.8925,4.6749,0.68276
"903","Frydman2014","60",1.21891475961741,2.26484928864911,1.25359324772446,NA
"904","Gloeckner2012","60",3.0166,0.22274,0.0082087,1.042
"905","Sokol_Hessner2009A","60",2.064,1.079,0.95334,NA
"906","Sokol_Hessner2009R","60",1.8004,0.98273,0.709,NA
"907","Vrecko2012","60",3.7817e-13,11.511,7.2593,0.064012
"908","Zeisberger2012","60",1.6227,0.90763,3.3126,0.72756
"909","Frydman2014","61",1.49606476813892,0.834242273478425,2.42730741869238,NA
"910","Gloeckner2012","61",0.0058202,0.30791,0.0072389,2.0782
"911","Sokol_Hessner2009A","61",1.23264838892596,0.846427974081294,1.49594388837434,NA
"912","Sokol_Hessner2009R","61",1.20966132506314,0.775180976523957,1.57772665843744,NA
"913","Vrecko2012","61",2.360551937,0.955047487,3.646701034,0.873727279
"914","Zeisberger2012","61",0.88659,0.89727,2.1512,0.70683
"915","Frydman2014","62",1.95648633987472,0.945947940119519,2.40568138302324,NA
"916","Gloeckner2012","62",2.0655,0.21841,0.016576,0.8519
"917","Sokol_Hessner2009A","62",0.85574,1.0463,4.2987,NA
"918","Sokol_Hessner2009R","62",0.86788,0.99825,4.103,NA
"919","Vrecko2012","62",0.53167582,0.918405743,3.478816438,0.636285664
"920","Zeisberger2012","62",0.93601,0.69089,3.2506,0.77218
"921","Frydman2014","63",1.3449,4.3729,1.5907,NA
"922","Gloeckner2012","63",1.2196,0.72811,0.01637,0.88293
"923","Sokol_Hessner2009A","63",0.889371921510146,1.21129835672165,0.958928196126796,NA
"924","Sokol_Hessner2009R","63",0.645084568411751,0.99821697611909,1.25043455923912,NA
"925","Vrecko2012","63",0.080849,1.1284,5.3026,0.4138
"926","Zeisberger2012","63",0.783143223,0.974516126,1.400067258,0.992984546
"927","Frydman2014","64",1.8895,1.1138,1.7036,NA
"928","Gloeckner2012","64",2.7701,0.81803,0.01614,0.81415
"929","Sokol_Hessner2009A","64",1.53108457293102,0.921597815819474,1.04511298617492,NA
"930","Sokol_Hessner2009R","64",1.17108728837066,0.831284456407103,1.92196578922567,NA
"931","Vrecko2012","64",0.668628988,1.281355569,6.77852022,0.576061204
"932","Zeisberger2012","64",0.75495,1.0196,2.6129,0.80729
"933","Frydman2014","65",4.3511,1.5113,2.6845,NA
"934","Gloeckner2012","65",0.46089,0.56283,0.010908,0.72811
"935","Sokol_Hessner2009A","65",0.57507,0.97397,1.2591,NA
"936","Sokol_Hessner2009R","65",0.50357,1.0172,1.6987,NA
"937","Vrecko2012","65",0.4231,1.1542,5.0752,0.5138
"938","Zeisberger2012","65",0.73759,0.78994,3.2703,0.60035
"939","Frydman2014","66",1.30755772868283,1.07655747144438,2.80572939130079,NA
"940","Gloeckner2012","66",60.811,0.48676,0.011182,0.83957
"941","Sokol_Hessner2009A","66",2.14374025465994,0.714597914441631,3.38092807648861,NA
"942","Sokol_Hessner2009R","66",2.2056,0.94892,1.1632,NA
"943","Vrecko2012","66",1.0956,0.88175,2.6462,0.76946
"944","Zeisberger2012","66",1.0488,1.0233,0.73685,0.98107
"945","Frydman2014","67",1,29.462,0.44198,NA
